r,l,t
279.99,895,18.042326
338.99,661,28.259101
-1.01,284,32.59337
40.99,401,38.467295
91.99,359,43.743906
60.99,252,47.37963
58.99,335,52.207756
75.99,912,87.704095
2248.99,845,99.708457
20.99,356,104.874968
43.99,533,112.633486
32.99,424,118.697237
33.99,413,124.680495
4.99,322,129.327844
38.99,743,140.013945
2302.99,406,145.946515
2265.99,394,216.766155
193.99,765,227.756592
37.99,342,232.63775
333.99,1419,252.966398
41.99,585,261.360458
34.99,366,266.693202
1645.99,1052,304.954217
-1.01,473,311.756549
24.99,441,318.10054
46.99,450,324.498217
33.99,525,331.973437
27.99,233,335.320314
-1.01,298,339.556875
40.99,518,347.041915
38.99,286,351.167221
10.99,191,375.754519
22.99,171,378.14637
67.99,357,383.215325
50.99,295,387.372514
23.99,378,393.038073
34.99,406,398.914398
64.99,315,403.457007
38.99,296,407.784923
8.99,118,409.519855
56.99,536,417.25738
12.99,187,419.91818
26.99,271,423.989898
6.99,153,426.212914
84.99,303,430.76649
38.99,361,457.95429
100.5,1082,473.753665
244.99,766,484.957972
272.99,585,493.63717
174.99,1175,511.032948
92.99,313,537.832657
122.99,383,543.281825
82.99,333,548.083312
10.99,768,559.384428
2239.99,417,565.457615
32.99,365,570.620596
-1.01,605,579.280617
47.99,321,583.892657
33.99,337,588.70894
66.99,730,621.09413
2208.99,247,624.575774
2241.99,471,631.302145
215.99,699,641.279678
105.99,463,647.951979
56.99,367,653.195688
37.99,500,660.279377
69.99,843,672.392294
8.99,259,698.011991
20.99,342,702.903474
14.99,327,707.50369
4.99,264,711.249438
32.99,434,717.461962
58.99,620,726.266507
1624.99,1466,747.077308
16.99,228,750.359658
33.99,477,779.020374
27.99,199,781.85685
52.99,306,786.220397
-1.01,282,790.197857
2.99,526,797.709466
16.99,474,804.433127
38.99,228,807.65299
20.99,251,811.258857
45.99,223,814.395689
0.99,143,816.406664
34.99,195,819.16277
41.99,367,824.377556
19.99,330,829.109571
29.99,285,833.248543
93.99,781,865.933551
39.99,319,870.468889
63.99,368,875.660981
22.99,183,878.340892
51.99,383,883.800638
58.99,380,889.224119
24.99,214,892.257893
122.5,1386,912.025795
929.99,2517,969.792872
123.99,967,983.535595
71.99,1009,1019.055616
2258.99,383,1024.536075
0.99,265,1028.352551
40.99,734,1038.782056
54.99,353,1043.824552
51.99,528,1051.307333
17.99,333,1056.066818
2.99,250,1059.734223
1161.99,383,1065.212684
3337.99,525,1072.765169
148.99,850,1105.89815
55.99,759,1116.737518
41.99,375,1122.118926
37.99,396,1127.743209
56.99,1129,1143.859238
41.99,623,1152.770689
30.99,350,1179.010357
60.99,843,1191.072899
31.99,398,1196.767064
1627.99,1575,1219.103742
31.99,801,1230.560608
68.99,1660,1274.953107
31.99,343,1279.825364
2.99,949,1293.278529
42.99,224,1296.471528
20.99,214,1299.554423
61.99,300,1303.801895
71.99,370,1309.11393
284.99,844,1341.926514
190.99,414,1347.834898
180.99,834,1359.731337
106.99,619,1368.633298
107.99,546,1376.382004
121.99,1118,1395.91033
2224.99,531,1424.707339
52.99,381,1430.184429
-1.01,321,1434.804706
46.99,494,1441.910013
65.99,832,1453.774713
35.99,659,1463.103652
4497.99,705,1473.07645
158.99,831,1505.900062
31.99,350,1510.906069
46.99,574,1519.058152
55.99,695,1528.91138
54.99,704,1538.90082
15.99,367,1544.151886
38.99,388,1549.668952
28.99,508,1577.880113
29.99,362,1583.102005
1672.99,1565,1605.368263
33.99,306,1609.749815
-1.01,236,1613.085188
53.99,1449,1633.731646
33.99,484,1661.481046
43.99,572,1669.624963
18.99,788,1680.753457
52.99,272,1684.641052
13.99,207,1687.605903
102.99,457,1694.129191
25.99,361,1699.260574
53.99,487,1706.195698
44.99,414,1712.218043
41.99,282,1737.274227
46.99,466,1743.897169
50.99,258,1747.596518
30.99,227,1750.807083
89.99,666,1760.256172
27.99,329,1764.968961
-1.01,202,1767.906223
100.5,833,1779.628299
356.99,1041,1815.424519
273.99,757,1826.325516
92.99,984,1840.408331
75.99,371,1845.743007
103.99,345,1850.724645
92.99,1035,1865.475834
2222.99,404,1871.469242
58.99,766,1902.914809
13.99,314,1907.458929
-1.01,271,1911.325661
41.99,379,1916.700489
34.99,453,1923.192698
2.99,259,1926.892962
12.99,288,1930.968178
12.99,317,1935.519147
1156.99,353,1940.517156
3383.99,520,1948.000188
188.99,732,1979.629279
46.99,404,1985.425366
20.99,325,1990.064475
38.99,350,1995.058074
86.99,905,2007.948453
31.99,427,2014.092837
43.99,652,2023.361117
21.99,453,2029.959186
77.99,936,2064.123497
-1.01,259,2067.743944
1634.99,1677,2091.520497
34.99,708,2101.572345
47.99,943,2135.91123
43.99,534,2143.54378
-1.01,370,2148.837614
48.99,575,2157.067341
4.99,172,2159.506488
52.99,319,2164.055718
25.99,153,2166.249144
22.99,293,2170.442391
47.99,388,2175.968395
14.99,395,2181.596915
28.99,393,2187.294885
41.99,366,2213.437898
29.99,255,2216.993881
28.99,277,2220.924073
21.99,190,2223.636958
56.99,256,2227.281639
63.99,402,2232.985931
51.99,410,2238.846456
27.99,257,2242.533082
39.99,267,2246.343836
19.99,273,2250.29284
100.5,1065,2265.612304
402.99,1073,2301.885213
236.99,432,2308.111164
-1.01,369,2313.396199
68.99,369,2318.745024
155.99,841,2330.713761
101.99,349,2335.783426
42.99,604,2344.329916
2303.99,1112,2381.10219
31.99,429,2387.176876
32.99,515,2394.45678
43.99,385,2400.004695
24.99,497,2407.100459
4.99,288,2411.279389
4514.99,670,2420.938068
152.99,804,2453.214368
39.99,681,2462.896077
0.99,247,2466.415682
52.99,428,2472.553522
46.99,590,2481.010209
2.99,256,2484.605988
83.99,953,2498.136513
41.99,552,2526.877811
27.99,377,2532.300583
37.99,581,2540.599466
1113.99,341,2545.452613
522.99,1366,2564.774063
2.99,473,2571.564547
42.99,335,2576.33694
36.99,441,2582.772438
26.99,400,2609.435535
22.99,402,2615.122262
6.99,849,2627.180541
40.99,284,2631.182361
6.99,150,2633.300073
40.99,314,2637.818425
48.99,387,2643.323761
62.99,264,2647.093053
38.99,374,2652.483638
33.99,362,2657.670031
28.99,332,2662.476705
29.99,250,2686.945962
36.99,293,2691.128591
71.99,308,2695.541947
54.99,379,2700.951471
55.99,215,2704.028387
51.99,465,2710.719769
21.99,536,2718.425632
100.5,893,2731.176355
384.99,876,2764.517296
595.99,1165,2781.184657
344.99,706,2791.163302
2403.99,1206,2808.337229
54.99,431,2814.49605
4.99,529,2842.916555
55.99,421,2848.840118
54.99,596,2857.378266
23.99,499,2864.47182
7.99,306,2868.846739
4530.99,550,2876.702038
238.99,938,2890.169044
50.99,616,2899.02094
27.99,377,2925.200532
42.99,537,2932.915631
61.99,367,2938.25234
22.99,439,2944.535573
38.99,499,2951.6598
10.99,263,2955.363691
18.99,318,2959.882751
43.99,542,2967.645957
1653.99,1624,3011.591864
43.99,577,3019.949927
24.99,694,3029.815387
43.99,742,3040.376547
16.99,1111,3056.514627
38.99,258,3082.559835
2.99,152,3084.697081
50.99,298,3088.977866
27.99,243,3092.42981
82.99,374,3097.802011
61.99,374,3103.169244
30.99,261,3106.932479
48.99,500,3114.398037
28.99,244,3117.851775
69.99,318,3122.392783
34.99,506,3129.641909
38.99,288,3133.742195
33.99,196,3136.633087
33.99,207,3139.676337
21.99,219,3163.644164
24.99,205,3166.580717
100.5,1177,3183.378412
351.99,1053,3198.482144
232.99,528,3205.980818
-1.01,341,3210.880521
50.99,350,3215.905712
108.99,780,3247.68677
118.99,633,3256.686908
46.99,727,3267.371857
2.99,268,3271.2083
2278.99,536,3278.73755
-1.01,362,3283.922239
32.99,436,3290.073661
2.99,300,3294.385146
45.99,558,3323.470438
35.99,447,3329.938064
24.99,589,3338.396623
1212.99,361,3343.512617
3342.99,426,3349.628554
266.99,1148,3365.923127
66.99,659,3375.366568
60.99,675,3405.957948
65.99,829,3417.820519
86.99,1028,3432.372483
39.99,389,3437.892587
1660.99,1581,3481.388549
30.99,274,3485.293992
62.99,1416,3505.28109
19.99,492,3512.233939
19.99,486,3519.121491
14.99,698,3529.063271
44.99,256,3532.78459
58.99,237,3536.244383
42.99,253,3560.664474
0.99,107,3562.175696
56.99,437,3568.437621
52.99,408,3574.24142
52.99,449,3580.655709
400.99,1091,3596.255836
234.99,852,3608.353501
52.99,267,3612.207817
109.99,783,3644.199464
147.99,723,3654.57989
2282.99,1223,3671.935245
52.99,367,3677.208244
-1.01,266,3680.982095
87.99,576,3689.131569
57.99,509,3717.268494
1147.99,381,3722.725878
3353.99,578,3730.987357
123.99,697,3740.94821
47.99,1010,3755.277353
53.99,465,3761.89566
115.99,1639,3806.335867
0.99,282,3810.41066
43.99,468,3817.065089
59.99,795,3828.43965
51.99,692,3838.315015
1620.99,1721,3883.672514
6.99,491,3890.662353
2.99,145,3892.776541
6.99,203,3895.659555
0.99,169,3898.148351
40.99,523,3905.539818
49.99,746,3916.222056
21.99,743,3926.656126
42.99,436,3953.73944
32.99,265,3957.49649
26.99,248,3961.008926
38.99,309,3965.482258
2.99,107,3967.00379
36.99,299,3971.249255
30.99,193,3974.076461
31.99,275,3977.971081
24.99,351,3982.963462
12.99,157,3985.251562
78.99,456,3991.659729
49.99,402,3997.356922
16.99,219,4000.473607
10.99,154,4002.643934
28.99,254,4006.339522
65.99,296,4010.64312
10.99,198,4034.22234
49.99,297,4038.460486
136.5,1398,4058.351408
340.99,954,4071.986733
294.99,599,4080.510591
114.99,1637,4124.624609
