r,l,t
305.99,814,16.887187
143.99,346,22.175213
137.99,401,28.364592
57.99,504,35.969622
86.99,452,42.541627
76.99,311,47.060652
162.99,1273,87.748576
2239.99,655,97.103853
32.99,378,102.511837
8.99,802,114.133744
12.99,399,119.86454
30.99,340,124.777096
16.99,374,130.134066
9.99,338,135.016241
21.99,524,142.599307
30.99,460,214.353873
23.99,347,219.383036
4421.99,643,228.581671
136.99,740,239.107775
69.99,811,250.754548
15.99,337,255.620629
24.99,475,262.42429
4.99,448,268.903382
52.99,637,301.264831
56.99,559,309.241763
29.99,344,314.18832
74.99,849,326.264725
1660.99,1385,345.988549
-1.01,237,349.458171
21.99,313,375.812521
28.99,477,382.572529
22.99,625,391.576575
234.99,740,402.301171
223.99,519,409.893258
169.99,629,418.961221
68.99,804,430.837073
120.99,667,462.599267
103.99,634,471.740997
35.99,644,481.121114
2257.99,757,492.316534
32.99,312,496.801466
8.99,587,505.443328
42.99,545,513.7676
94.99,714,546.142815
1112.99,346,551.407983
3332.99,449,557.763104
179.99,801,569.360548
45.99,406,575.174249
54.99,696,585.082854
28.99,323,589.684294
71.99,372,595.025179
39.99,718,627.110858
34.99,308,631.494823
85.99,839,643.455942
1624.99,348,648.48172
0.99,712,658.591706
2.99,677,668.26863
34.99,728,700.621288
27.99,356,705.683974
38.99,871,718.068883
27.99,628,726.959903
4.99,286,730.994071
14.99,394,736.615666
30.99,259,740.303767
38.99,232,743.652778
48.99,299,747.889017
44.99,253,751.571512
30.99,288,755.736072
36.99,349,782.488513
17.99,128,784.334368
39.99,277,788.275536
38.99,423,794.287534
30.99,322,798.858061
64.99,382,804.281896
33.99,218,807.380358
43.99,284,811.440681
30.99,344,816.260691
54.99,378,821.6054
22.99,494,828.690384
100.5,870,862.699749
272.99,826,874.376571
226.99,531,881.976071
142.99,629,890.991837
118.99,739,901.507587
98.99,625,910.416971
152.99,1168,948.865714
2230.99,398,954.634632
32.99,322,959.237208
2.99,524,966.709689
43.99,437,973.045048
24.99,359,978.120686
37.99,538,985.746322
28.99,506,993.038269
1106.99,395,1019.764011
3312.99,532,1027.349251
130.99,828,1039.077222
51.99,664,1048.508983
48.99,314,1052.943892
57.99,768,1063.991841
44.99,358,1069.110935
39.99,499,1097.331127
35.99,401,1103.02846
44.99,640,1112.168666
4.99,318,1116.688716
4.99,286,1120.824603
1652.99,1076,1136.152694
-1.01,184,1138.780747
26.99,350,1143.758202
35.99,440,1150.069328
2.99,201,1152.964559
44.99,439,1180.45227
21.99,301,1184.81378
-1.01,750,1195.538374
24.99,269,1199.377552
48.99,317,1203.972591
46.99,222,1207.133364
50.99,232,1210.396593
69.99,241,1213.894116
45.99,261,1217.600457
39.99,290,1221.723804
28.99,170,1224.184452
15.99,213,1227.236093
35.99,416,1233.214254
40.99,265,1257.885272
30.99,222,1261.066736
18.99,148,1263.172843
62.99,486,1270.080413
45.99,387,1275.536042
24.99,182,1278.127916
100.5,1181,1294.878218
240.99,771,1305.867746
222.99,503,1313.109973
178.99,758,1344.662058
132.99,637,1353.757915
60.99,299,1358.017215
109.99,660,1367.475325
39.99,748,1378.125621
2223.99,517,1385.532573
52.99,386,1394.622622
4.99,646,1425.042186
51.99,624,1434.00263
46.99,346,1438.954226
1169.99,819,1450.647686
3418.99,795,1461.927593
176.99,542,1469.608255
108.99,426,1496.566099
43.99,371,1501.905026
2.99,313,1506.412688
48.99,404,1512.202101
39.99,780,1523.186504
88.99,949,1536.720617
34.99,360,1541.828738
1648.99,1381,1582.545179
68.99,782,1593.688429
22.99,889,1606.355632
21.99,371,1611.608116
19.99,551,1619.414545
4.99,678,1629.000134
24.99,239,1632.529411
52.99,296,1657.670273
44.99,402,1663.374093
50.99,314,1667.849975
46.99,172,1670.34164
22.99,221,1673.448801
38.99,212,1676.473445
68.99,515,1683.779669
32.99,384,1689.293046
33.99,221,1692.453043
50.99,327,1697.127721
58.99,484,1703.96536
61.99,460,1710.569143
25.99,173,1734.115908
11.99,305,1738.432714
100.5,901,1751.272552
271.99,714,1761.398131
285.99,660,1770.845375
114.99,651,1779.95043
99.99,556,1787.867324
92.99,459,1815.351747
133.99,591,1823.83357
40.99,714,1834.064964
2226.99,506,1841.376453
4.99,254,1845.038352
38.99,689,1854.960435
-1.01,277,1858.944646
46.99,546,1866.734072
32.99,386,1893.006952
29.99,315,1897.50047
37.99,419,1903.439763
13.99,330,1908.25432
4574.99,649,1917.440096
132.99,728,1927.797235
42.99,393,1933.415832
44.99,674,1942.970001
17.99,340,1947.917229
53.99,484,1976.0221
6.99,282,1980.069659
28.99,351,1985.094312
33.99,366,1990.307376
21.99,343,1995.215193
32.99,518,2002.594177
55.99,564,2010.635068
1645.99,1325,2029.644003
91.99,664,2059.936419
248.99,821,2071.553437
420.99,1289,2089.864166
64.99,259,2093.554935
133.99,526,2101.029859
1241.99,1219,2139.251408
1145.99,343,2144.151916
27.99,261,2147.940481
60.99,604,2156.569053
2.99,260,2160.259818
29.99,332,2165.000089
39.99,515,2172.287049
1124.99,454,2178.786144
3332.99,526,2186.335102
152.99,860,2219.354449
55.99,335,2224.110533
10.99,569,2232.192605
22.99,357,2237.360382
42.99,471,2244.027271
4.99,295,2248.259879
48.99,372,2253.575844
33.99,343,2258.513795
50.99,609,2267.300604
25.99,342,2293.16257
1676.99,959,2306.828055
15.99,1166,2323.537884
48.99,518,2330.921524
54.99,502,2338.140372
18.99,842,2371.065968
30.99,482,2377.957995
4.99,181,2380.540915
34.99,245,2384.013458
48.99,252,2387.596827
42.99,280,2391.505262
48.99,349,2396.532436
31.99,342,2401.459697
0.99,187,2404.087775
16.99,427,2410.252754
58.99,245,2413.795685
16.99,166,2416.234086
64.99,471,2423.054916
69.99,394,2449.431115
71.99,784,2460.563337
20.99,177,2463.136839
25.99,263,2466.877887
40.99,352,2471.960011
100.5,1082,2487.32824
374.99,984,2501.290449
138.99,333,2526.951102
134.99,842,2538.971385
133.99,672,2548.490519
126.99,566,2556.559261
65.99,317,2561.029492
8.99,449,2567.422794
1133.99,369,2572.698966
1143.99,317,2577.296193
11.99,271,2581.223075
34.99,495,2609.315824
36.99,405,2615.012516
39.99,327,2619.630225
43.99,682,2629.330047
2317.99,407,2635.100085
2198.99,304,2639.423522
209.99,1150,2655.841005
-1.01,278,2659.904387
45.99,489,2687.822128
53.99,692,2697.654167
44.99,1085,2713.188529
46.99,480,2720.086678
50.99,711,2730.240588
44.99,442,2736.582245
1645.99,2614,2794.602794
36.99,478,2801.413721
22.99,372,2806.685464
33.99,473,2813.420551
31.99,321,2818.12049
-1.01,495,2845.991599
32.99,717,2856.184294
37.99,230,2859.51596
57.99,306,2863.874047
38.99,352,2868.864605
44.99,273,2872.793467
31.99,267,2876.606149
26.99,220,2879.800867
28.99,161,2882.157076
32.99,235,2885.527212
52.99,352,2890.521157
73.99,496,2897.658272
41.99,426,2924.557981
46.99,494,2931.641367
63.99,439,2937.981122
-1.01,129,2939.872615
122.5,1273,2957.984011
142.99,566,2966.050081
360.99,720,2976.357079
104.99,265,3001.106444
