r,l,t
205.99,732,16.059545
262.99,471,23.221022
199.99,905,36.934126
52.99,301,41.312629
112.99,365,46.749782
94.99,397,52.463937
64.99,250,56.093155
2.99,620,65.200099
2255.99,631,96.375271
4.99,313,100.832508
34.99,543,108.742846
48.99,432,114.971652
35.99,513,122.350367
28.99,495,129.486886
11.99,277,133.474193
48.99,565,141.666178
4503.99,671,216.547612
115.99,871,229.00529
83.99,997,243.283798
71.99,970,257.177674
56.99,603,265.840422
16.99,385,294.696869
43.99,505,301.902493
44.99,727,312.298868
4.99,266,316.146626
6.99,265,319.965591
29.99,402,325.669374
1622.99,1269,343.676732
25.99,334,348.567253
37.99,536,378.031212
31.99,920,391.155392
16.99,352,396.238598
68.99,573,404.553272
228.99,304,409.032144
211.99,426,415.212788
178.99,712,425.557067
70.99,369,431.058002
60.99,346,458.058982
128.99,589,466.741229
84.99,957,480.671746
2237.99,382,486.337176
32.99,357,491.555284
-1.01,342,496.574063
8.99,323,501.397169
59.99,572,509.974628
45.99,719,542.563489
42.99,657,552.293903
1152.99,348,557.189806
3333.99,510,564.53496
181.99,730,575.012876
32.99,361,580.166476
66.99,926,593.433347
60.99,771,626.253949
0.99,248,629.83745
42.99,538,637.505182
28.99,475,644.274888
40.99,704,654.390355
42.99,405,660.134385
1677.99,1180,698.977108
-1.01,621,707.762666
29.99,517,715.169651
17.99,579,723.421232
39.99,1197,740.360935
10.99,229,743.723478
35.99,1054,780.577538
14.99,345,785.51777
8.99,197,788.355375
79.99,271,792.211213
2.99,114,793.826681
40.99,456,800.259413
54.99,290,804.412364
35.99,416,810.314319
0.99,134,812.237971
23.99,199,815.06044
30.99,198,817.84799
33.99,329,822.508699
46.99,527,830.065348
14.99,193,832.872946
2.99,150,835.047058
47.99,565,864.669517
76.99,447,871.003337
45.99,339,875.810952
166.5,1461,896.657454
232.99,796,907.957638
158.99,468,914.670129
168.99,763,947.335464
134.99,519,954.806378
220.99,2265,987.081479
2239.99,406,992.935482
11.99,376,1019.385386
19.99,570,1027.531502
47.99,596,1035.995599
41.99,382,1041.410936
0.99,273,1045.313313
62.99,589,1053.711091
2285.99,493,1060.85534
