r,l,t
172.990174,4657,91.456792
72.990074,1679,114.532958
-1.01,382,119.86671
-1.01,249,123.345017
-1.01,219,126.401467
-1.01,126,128.170496
-1.01,401,133.792678
-1.01,126,135.574656
-1.01,577,210.476191
2.990004,173,212.925677
-1.01,208,215.861597
-1.01,163,218.158138
-1.01,133,220.073063
-1.01,502,227.146593
-1.01,144,229.177718
-1.01,164,231.481375
-1.01,296,235.614614
-1.01,126,237.35868
-1.01,126,239.110564
-1.01,144,241.157233
-1.01,340,245.934514
-1.01,128,247.711137
-1.01,126,249.46639
-1.01,193,252.189177
-1.01,278,256.098501
-1.01,126,257.950696
-1.01,195,260.690916
-1.01,157,262.98943
-1.01,235,287.82162
-1.01,126,289.54667
-1.01,374,294.774882
-1.01,126,296.522621
-1.01,275,300.367898
-1.01,157,302.55928
-1.01,260,306.216698
-1.01,126,308.001317
-1.01,192,310.711158
-1.01,141,312.712356
-1.01,126,314.462651
-1.01,126,316.253159
-1.01,126,318.027172
-1.01,126,319.79245
-1.01,297,323.994846
-1.01,126,325.794611
-1.01,164,328.052903
-1.01,213,331.093193
-1.01,126,332.866719
-1.01,182,335.462629
-1.01,126,337.254809
-1.01,126,339.052827
-1.01,126,340.878075
-1.01,126,342.720837
-1.01,562,371.937927
-1.01,126,373.729241
-1.01,126,375.512223
-1.01,229,378.717322
-1.01,126,380.522676
44.990046,769,391.153207
10.990012,220,394.259138
-1.01,294,398.302702
-1.01,361,403.332023
-1.01,319,407.766838
-1.01,183,410.302578
177.990179,654,419.450873
296.990225,707,450.960009
157.990159,833,462.496494
79.990081,524,469.885073
233.990235,705,479.668586
4.990006,271,483.460417
14.990016,254,486.974781
-1.01,199,489.753326
-1.01,232,492.97124
-1.01,347,497.93593
18.99002,396,524.983401
-1.01,443,531.384833
98.9901,618,540.270934
12.990014,177,542.945208
11.990013,278,546.963015
84.990086,1003,561.429797
20.99,223,564.530262
19.99,537,572.233424
24.99,323,576.880111
38.990025,535,606.377503
151.990153,633,615.593455
42.990044,197,618.376975
48.99005,275,622.232058
65.990067,416,627.95849
100.990102,606,636.3147
177.990179,1029,650.501282
58.99006,275,654.324081
53.990055,357,682.037039
28.99003,144,684.024574
2.99,300,688.145658
14.99,643,697.062142
-1.01,204,699.855108
-1.01,253,703.343482
3.99,420,709.120374
14.99,526,716.471208
0.99,186,719.045041
-1.01,179,721.509386
239.990241,660,730.888542
-1.01,126,732.630764
-1.01,126,734.418224
-1.01,284,738.384154
-1.01,126,761.759433
-1.01,126,763.505783
-1.01,126,765.253114
-1.01,126,766.986501
1.990003,212,769.91142
-1.01,155,772.004363
-1.01,266,775.667149
4.990006,126,777.411638
-1.01,166,779.68684
-1.01,126,781.390759
-1.01,126,783.158721
-1.01,126,784.938744
-1.01,126,786.725044
-1.01,189,789.346118
-1.01,150,791.466847
2.990004,152,793.593882
-1.01,328,798.136378
-1.01,126,799.893777
-1.01,126,801.656652
-1.01,153,807.317173
-1.01,149,809.389081
-1.01,374,814.570547
-1.01,243,817.982921
-1.01,127,819.76665
-1.01,151,843.942949
-1.01,153,846.069252
-1.01,126,847.842502
-1.01,319,852.244359
-1.01,126,853.981916
-1.01,416,859.681723
-1.01,126,861.491354
-1.01,126,863.218558
